NOME,TIPO1,TIPO2,FRAQUEZAS_TIPO1,IMUNIDADES_TIPO1,VANTAGENS_TIPO1,FRAQUEZAS_TIPO2,IMUNIDADES_TIPO2,VANTAGENS_TIPO2,EFETIVIDADES,FRAQUEZAS,RESISTENCIAS,IMUNIDADES
Charjabug,Bug,Electric,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']",['Ground'],,"['Electric', 'Flying', 'Steel']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Fire', 'Rock']","['Electric', 'Grass', 'Fighting', 'Steel']",[]
Vikavolt,Bug,Electric,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']",['Ground'],,"['Electric', 'Flying', 'Steel']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Fire', 'Rock']","['Electric', 'Grass', 'Fighting', 'Steel']",[]
Crabrawler,Fighting,,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[]
Crabominable,Fighting,Ice,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 2.0}","['Fire', 'Fighting', 'Flying', 'Psychic', 'Steel', 'Fairy']","['Ice', 'Bug', 'Dark']",[]
Oricorio Baile  Style,Fire,Flying,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 4.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Electric', 'Rock']","['Fire', 'Grass', 'Fighting', 'Bug', 'Steel', 'Fairy']",['Ground']
Oricorio Pom- Pom  Style,Electric,Flying,['Ground'],,"['Electric', 'Flying', 'Steel']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Ice', 'Rock']","['Grass', 'Fighting', 'Flying', 'Bug', 'Steel']",['Ground']
Oricorio Pa'u  Style,Psychic,Flying,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Fighting', 'Psychic']",['Ground']
Oricorio Sensu  Style,Ghost,Flying,"['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.0, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Poison', 'Bug']","['Normal', 'Fighting', 'Ground']"
Cutiefly,Bug,Fairy,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Poison', 'Flying', 'Rock', 'Steel']","['Grass', 'Fighting', 'Ground', 'Bug', 'Dark']",['Dragon']
Ribombee,Bug,Fairy,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Poison', 'Flying', 'Rock', 'Steel']","['Grass', 'Fighting', 'Ground', 'Bug', 'Dark']",['Dragon']
Rockruff,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Rockruff Own  Tempo  Rockruff,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Lycanroc Midday  Form,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Lycanroc Midnight  Form,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Lycanroc Dusk  Form,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Wishiwashi Solo  Form,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Wishiwashi School  Form,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Mareanie,Poison,Water,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Electric', 'Ground', 'Psychic']","['Fire', 'Water', 'Ice', 'Fighting', 'Poison', 'Bug', 'Steel', 'Fairy']",[]
Toxapex,Poison,Water,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Electric', 'Ground', 'Psychic']","['Fire', 'Water', 'Ice', 'Fighting', 'Poison', 'Bug', 'Steel', 'Fairy']",[]
Mudbray,Ground,,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric']
Mudsdale,Ground,,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric']
Dewpider,Water,Bug,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 0.5, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Flying', 'Rock']","['Water', 'Ice', 'Fighting', 'Ground', 'Steel']",[]
Araquanid,Water,Bug,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 0.5, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Flying', 'Rock']","['Water', 'Ice', 'Fighting', 'Ground', 'Steel']",[]
Fomantis,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Lurantis,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Morelull,Grass,Fairy,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 4.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Dark']",['Dragon']
Shiinotic,Grass,Fairy,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 4.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Dark']",['Dragon']
Salandit,Poison,Fire,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 4.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.25}","['Water', 'Ground', 'Psychic', 'Rock']","['Fire', 'Grass', 'Ice', 'Fighting', 'Poison', 'Bug', 'Steel', 'Fairy']",[]
Salazzle,Poison,Fire,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 4.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.25}","['Water', 'Ground', 'Psychic', 'Rock']","['Fire', 'Grass', 'Ice', 'Fighting', 'Poison', 'Bug', 'Steel', 'Fairy']",[]
Stufful,Normal,Fighting,['Fighting'],['Ghost'],,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Fighting', 'Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",['Ghost']
Bewear,Normal,Fighting,['Fighting'],['Ghost'],,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Fighting', 'Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",['Ghost']
Bounsweet,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Steenee,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Tsareena,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Comfey,Fairy,,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon']
Oranguru,Normal,Psychic,['Fighting'],['Ghost'],,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Bug', 'Dark']",['Psychic'],['Ghost']
Passimian,Fighting,,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[]
Wimpod,Bug,Water,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 0.5, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Flying', 'Rock']","['Water', 'Ice', 'Fighting', 'Ground', 'Steel']",[]
Golisopod,Bug,Water,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 0.5, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Flying', 'Rock']","['Water', 'Ice', 'Fighting', 'Ground', 'Steel']",[]
Sandygast,Ghost,Ground,"['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 0.0, 'Poison': 0.25, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice', 'Ghost', 'Dark']","['Poison', 'Bug', 'Rock']","['Normal', 'Electric', 'Fighting']"
